locus_tag	old_locus_tag	start	end	width	category	category_name	big_category	big_category_name
SACI_RS03885		650217	650471	254	NA	NA	NA	NA
SACI_RS03890	Saci_0813	650473	650763	290	NA	NA	NA	NA
SACI_RS03895	Saci_0814	650808	653543	2735	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS03900	Saci_0815	653584	655284	1700	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS03905	Saci_0816	655287	655604	317	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS03910	Saci_0817	655601	656353	752	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS03915	Saci_0818	656317	657420	1103	F	Nucleotide transport and metabolism	3	METABOLISM
SACI_RS03920	Saci_0819	657402	658061	659	F	Nucleotide transport and metabolism	3	METABOLISM
SACI_RS03925	Saci_0820	658058	658528	470	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS03930	Saci_0821	658506	658976	470	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS03935	Saci_0822	658973	659635	662	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS03940	Saci_0823	659676	660239	563	NA	NA	NA	NA
SACI_RS03945	Saci_0824	660301	661065	764	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS03950	Saci_0825	661036	662340	1304	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS03955	Saci_0826	662339	663121	782	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS03960	Saci_0827	663121	664095	974	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS03965	Saci_0828	664088	665107	1019	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS03970	Saci_0829	665113	665574	461	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS03975	Saci_0830	665548	665919	371	P	Inorganic ion transport and metabolism	3	METABOLISM
SACI_RS03980	Saci_0831	665983	666624	641	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS03985	Saci_0832	666633	667883	1250	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS03990	Saci_0833	667865	668281	416	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS03995	Saci_0834	668286	668837	551	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS04000	Saci_0835	668837	669043	206	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS04005	Saci_0836	669058	669552	494	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS04010	Saci_0837	669605	670846	1241	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS04015	Saci_0838	670843	673086	2243	O	Posttranslational modification, protein turnover, chaperones	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS04025	Saci_0840	676892	677785	893	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS04030	Saci_0841	677802	678131	329	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS04035	Saci_0842	678181	678936	755	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS04040	Saci_0843	678974	679126	152	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS04045	Saci_0844	679204	679971	767	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS04050	Saci_0845	679989	680318	329	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS04055	Saci_0846	680315	681274	959	C	Energy production and conversion	3	METABOLISM
SACI_RS04060	Saci_0847	681257	681586	329	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS04065	Saci_0848	681646	682626	980	C	Energy production and conversion	3	METABOLISM
SACI_RS04070	Saci_0849	682610	683185	575	F	Nucleotide transport and metabolism	3	METABOLISM
SACI_RS04075	Saci_0850	683139	683798	659	NA	NA	NA	NA
SACI_RS04080	Saci_0851	683789	684787	998	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS11595	Saci_0852	684784	684987	203	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS04085	Saci_0853	684959	685315	356	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS04090	Saci_0854	685342	686139	797	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS11600	Saci_0855	686222	686431	209	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS04095	Saci_0856	686362	687024	662	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS04100	Saci_0857	686987	687382	395	NA	NA	NA	NA
SACI_RS04105	Saci_0858	687428	687973	545	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS04110	Saci_0859	687983	688615	632	NA	NA	NA	NA
SACI_RS04115	Saci_0860	688640	689038	398	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS04120	Saci_0861	689035	689403	368	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS04125	Saci_0862	689396	691120	1724	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS04130	Saci_0863	691161	692051	890	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS11605	Saci_0864	692029	692175	146	NA	NA	NA	NA
SACI_RS04135	Saci_0865	692263	692562	299	NA	NA	NA	NA
SACI_RS04140	Saci_0866	692672	693595	923	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS04145	Saci_0867	693704	693973	269	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS04150	Saci_0868	694093	694183	90	NA	NA	NA	NA
SACI_RS04155	Saci_0869	694942	696009	1067	M	Cell wall/membrane/envelope biogenesis	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS04160	Saci_0870	696029	696892	863	M	Cell wall/membrane/envelope biogenesis	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS04165	Saci_0871	697526	698449	923	O	Posttranslational modification, protein turnover, chaperones	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS04170	Saci_0872	698592	700817	2225	NA	NA	NA	NA
SACI_RS11610	Saci_0873	700810	700977	167	Q	Secondary metabolites biosynthesis, transport and catabolism	3	METABOLISM
SACI_RS04175	Saci_0874	701108	701617	509	P	Inorganic ion transport and metabolism	3	METABOLISM
SACI_RS04180	Saci_0875	701644	701922	278	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS04185	Saci_0877	701985	703760	1775	NA	NA	NA	NA
SACI_RS04190	Saci_0878	703792	704349	557	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS04195	Saci_0879	704349	705005	656	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS04200	Saci_0880	704955	706073	1118	P	Inorganic ion transport and metabolism	3	METABOLISM
SACI_RS04205	Saci_0881	706323	707582	1259	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS04210	Saci_0882	708228	708533	305	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS04215	Saci_0883	708813	710294	1481	P	Inorganic ion transport and metabolism	3	METABOLISM
SACI_RS04220	Saci_0884	710350	711231	881	NA	NA	NA	NA
SACI_RS04225	Saci_0885	711318	712505	1187	M	Cell wall/membrane/envelope biogenesis	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS04230	Saci_0886	712521	714002	1481	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS04235	Saci_0887	714103	714489	386	T	Signal transduction mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS04240	Saci_0888	714792	716015	1223	F	Nucleotide transport and metabolism	3	METABOLISM
SACI_RS04245		716233	716324	91	NA	NA	NA	NA
SACI_RS04250	Saci_0890	716448	716550	102	NA	NA	NA	NA
SACI_RS04255	Saci_0891	716583	716852	269	NA	NA	NA	NA
SACI_RS04260	Saci_0892	716910	717269	359	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS04265	Saci_0893	717238	717822	584	F	Nucleotide transport and metabolism	3	METABOLISM
SACI_RS04270	Saci_0894	717813	718904	1091	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS04275	Saci_0895	718901	719437	536	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS04280	Saci_0896	719478	719996	518	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS04285	Saci_0897	719987	720484	497	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS04290	Saci_0898	720478	720846	368	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS04295	Saci_0899	720852	721073	221	NA	NA	NA	NA
SACI_RS04300	Saci_0900	721095	723161	2066	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS04305	Saci_0901	723139	723690	551	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS04310	Saci_0902	723739	724248	509	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS04315	Saci_0903	724273	725529	1256	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS04320	Saci_0904	725556	725768	212	NA	NA	NA	NA
SACI_RS04325	Saci_0905	725765	726211	446	NA	NA	NA	NA
SACI_RS04330	Saci_0906	726195	727508	1313	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS04335	Saci_0907	727509	728486	977	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS04340	Saci_0908	728490	728942	452	NA	NA	NA	NA
SACI_RS04345	Saci_0909	728973	729584	611	O	Posttranslational modification, protein turnover, chaperones	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS04350	Saci_0910	729607	730794	1187	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS04355	Saci_0911	731144	732148	1004	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS04360	Saci_0912	732174	732785	611	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS04365	Saci_0913	732797	733288	491	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS04370	Saci_0914	733432	734148	716	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS11615	Saci_0915	734164	734307	143	NA	NA	NA	NA
SACI_RS04375	Saci_0916	734352	735194	842	C	Energy production and conversion	3	METABOLISM
SACI_RS04380	Saci_0917	735191	735697	506	C	Energy production and conversion	3	METABOLISM
SACI_RS04385	Saci_0918	735648	736211	563	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS04390	Saci_0919	736240	736674	434	C	Energy production and conversion	3	METABOLISM
SACI_RS04395	Saci_0920	736681	738261	1580	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS04400	Saci_0921	738314	738814	500	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS04405	Saci_0922	738801	739322	521	O	Posttranslational modification, protein turnover, chaperones	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS04410	Saci_0923	739365	739790	425	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS04415	Saci_0924	739876	741549	1673	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS04420	Saci_0925	741546	742088	542	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS04425	Saci_0926	742081	743175	1094	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS12040	Saci_0927	743215	743370	155	NA	NA	NA	NA
SACI_RS04430		743373	744923	1550	NA	NA	NA	NA
SACI_RS04435	Saci_0929	744958	746766	1808	O	Posttranslational modification, protein turnover, chaperones	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS04440	Saci_0930	746708	747511	803	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS04445	Saci_0931	747508	748479	971	O	Posttranslational modification, protein turnover, chaperones	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS04450	Saci_0932	748556	750064	1508	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS04455	Saci_0933	750024	750425	401	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS04460	Saci_0934	750422	750841	419	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS04465	Saci_0935	750819	751328	509	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS04470	Saci_0936	751344	751817	473	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS04475	Saci_0937	751814	752224	410	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS04480	Saci_0938	752208	752405	197	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS04485	Saci_0939	752417	753028	611	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS04490	Saci_0940	753048	754208	1160	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS04495	Saci_0941	754205	754825	620	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS04500	Saci_0942	754815	754991	176	NA	NA	NA	NA
SACI_RS04505	Saci_0943	755140	755454	314	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS04510	Saci_0944	755607	755834	227	NA	NA	NA	NA
SACI_RS04515	Saci_0945	755871	757052	1181	C	Energy production and conversion	3	METABOLISM
SACI_RS04520	Saci_0946	757033	757779	746	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS11620	Saci_0947	757834	758526	692	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS04525	Saci_0948	758408	759214	806	NA	NA	NA	NA
SACI_RS04530	Saci_0949	759193	759993	800	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS04535	Saci_0950	759948	760697	749	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS04540	Saci_0951	760719	761144	425	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS04545	Saci_0952	761181	761888	707	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS04550	Saci_0953	761866	763209	1343	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS04555	Saci_0954	763213	763746	533	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS04560	Saci_0955	763773	764294	521	NA	NA	NA	NA
SACI_RS04565	Saci_0956	764291	765568	1277	M	Cell wall/membrane/envelope biogenesis	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS04570	Saci_0957	765569	766651	1082	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS04575	Saci_0958	766641	767279	638	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS04580	Saci_0959	767276	767962	686	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS04585	Saci_0960	767977	768285	308	NA	NA	NA	NA
SACI_RS04590	Saci_0961	768282	768707	425	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS04595	Saci_0962	768747	770012	1265	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS04600	Saci_0963	770046	771224	1178	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS04605	Saci_0964	771269	771595	326	NA	NA	NA	NA
SACI_RS04610	Saci_0965	771600	772355	755	T	Signal transduction mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS04615	Saci_0966	772370	772906	536	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS04620	Saci_0967	772889	773434	545	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS04625	Saci_0968	773463	774455	992	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS04630	Saci_0969	774587	775123	536	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS04635	Saci_0970	775102	775416	314	NA	NA	NA	NA
SACI_RS04640	Saci_0971	775411	776532	1121	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS04645	Saci_0972	776516	777436	920	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS04650	Saci_0973	777470	779095	1625	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS04655	Saci_0974	779131	779418	287	NA	NA	NA	NA
SACI_RS04660	Saci_0975	779415	779855	440	NA	NA	NA	NA
SACI_RS04665	Saci_0976	780045	781148	1103	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS04670	Saci_0977	781145	782500	1355	NA	NA	NA	NA
SACI_RS04675	Saci_0979	782626	782994	368	C	Energy production and conversion	3	METABOLISM
SACI_RS11825	Saci_0980	782994	783866	872	C	Energy production and conversion	3	METABOLISM
SACI_RS11830	Saci_0981	783870	784823	953	C	Energy production and conversion	3	METABOLISM
SACI_RS04690	Saci_0982	784825	786525	1700	C	Energy production and conversion	3	METABOLISM
SACI_RS04695	Saci_0983	786563	787354	791	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS04700	Saci_0984	787341	787628	287	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS04705	Saci_0985	787658	789244	1586	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS04710	Saci_0986	789236	790594	1358	C	Energy production and conversion	3	METABOLISM
SACI_RS04715	Saci_0987	790651	791073	422	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS04720	Saci_0988	791134	791364	230	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS04725	Saci_0989	791354	791893	539	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS04730	Saci_0990	792000	792500	500	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS04735	Saci_0991	792507	793505	998	C	Energy production and conversion	3	METABOLISM
SACI_RS04740	Saci_0992	793502	793957	455	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS04745	Saci_0994	794005	794799	794	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS04750	Saci_0995	794926	795777	851	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS04755	Saci_0996	795779	796585	806	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS04760	Saci_0997	796555	797367	812	F	Nucleotide transport and metabolism	3	METABOLISM
SACI_RS04765	Saci_0998	797448	798068	620	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS04770	Saci_0999	798077	799162	1085	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS04775	Saci_1000	799285	799369	84	NA	NA	NA	NA
SACI_RS11975		800195	800386	191	NA	NA	NA	NA
SACI_RS04785	Saci_1002	800414	803881	3467	NA	NA	NA	NA
SACI_RS04790	Saci_1003	803952	805004	1052	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS04795	Saci_1004	805226	805438	212	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS04800	Saci_1005	806001	806408	407	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS04805	Saci_1006	806413	807399	986	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS04810	Saci_1007	807396	808280	884	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS04815	Saci_1009	808358	810472	2114	C	Energy production and conversion	3	METABOLISM
SACI_RS04820	Saci_1010	810474	810962	488	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS04825	Saci_1011	810925	811593	668	M	Cell wall/membrane/envelope biogenesis	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS04830	Saci_1012	811574	811897	323	NA	NA	NA	NA
SACI_RS04835	Saci_1013	811959	812912	953	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS04840	Saci_1014	812885	814024	1139	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS04845	Saci_1015	814014	815066	1052	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS04850	Saci_1016	815108	816088	980	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS04855	Saci_1017	816113	817498	1385	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS04860	Saci_1018	817491	818750	1259	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS04865	Saci_1019	818942	819370	428	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS04870	Saci_1020	819407	821452	2045	C	Energy production and conversion	3	METABOLISM
SACI_RS04875	Saci_1021	821803	822612	809	O	Posttranslational modification, protein turnover, chaperones	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS04880	Saci_1022	822609	822950	341	NA	NA	NA	NA
SACI_RS04885	Saci_1023	823076	824089	1013	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS04890	Saci_1024	824166	825059	893	O	Posttranslational modification, protein turnover, chaperones	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS04895	Saci_1025	825120	825740	620	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS04900	Saci_1026	825821	826270	449	NA	NA	NA	NA
SACI_RS04905	Saci_1027	826480	827391	911	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS04910	Saci_1028	827654	828943	1289	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS04915	Saci_1029	828940	829371	431	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS04920	Saci_1030	829492	829992	500	Q	Secondary metabolites biosynthesis, transport and catabolism	3	METABOLISM
SACI_RS04925	Saci_1031	829989	830393	404	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS04930	Saci_1032	830468	830914	446	F	Nucleotide transport and metabolism	3	METABOLISM
SACI_RS04935	Saci_1033	831053	832252	1199	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS04940	Saci_1034	832374	833633	1259	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS04945	Saci_1035	833630	834988	1358	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS04950	Saci_1036	834985	835863	878	E	Amino acid transport and metabolism	3	METABOLISM
